company_id,flight_number,departure_date,scheduled_departure_datetime_local,scheduled_departure_station_code,scheduled_arrival_station_code,difficulty_score,daily_rank,difficulty_category,delay_minutes,transfer_bags,ssr_count,total_child_complexity,load_factor,ground_time_ratio
UA,907,2025-08-01,2025-08-01 18:25:00+00:00,ORD,FRA,62.64028467042917,1,Difficult,14.0,205,135,30,97.79874213836479,1.3548387096774193
UA,1811,2025-08-01,2025-08-01 12:45:00+00:00,ORD,MSP,59.16741405082212,2,Difficult,54.0,126,151,16,100.0,0.27450980392156865
UA,944,2025-08-01,2025-08-01 15:10:00+00:00,ORD,FRA,57.78298606772964,3,Difficult,90.0,200,131,28,99.05660377358491,1.6129032258064515
UA,219,2025-08-01,2025-08-01 09:30:00+00:00,ORD,HNL,57.62374156346816,4,Difficult,20.0,151,93,41,98.74213836477988,1.064516129032258
UA,422,2025-08-01,2025-08-01 16:15:00+00:00,ORD,ATH,52.89571753844,5,Difficult,9.0,100,143,23,99.37106918238993,1.1935483870967742
UA,845,2025-08-01,2025-08-01 21:20:00+00:00,ORD,GRU,52.76702796734912,6,Difficult,16.0,220,212,23,99.68553459119497,2.3225806451612905
UA,972,2025-08-01,2025-08-01 17:50:00+00:00,ORD,BRU,52.136223738792985,7,Difficult,153.0,359,181,19,97.48427672955975,6.91
UA,2172,2025-08-01,2025-08-01 16:05:00+00:00,ORD,FAI,48.51808082616465,8,Difficult,-1.0,138,99,6,81.32530120481928,1.5098039215686274
UA,1178,2025-08-01,2025-08-01 18:22:00+00:00,ORD,ORF,47.74072769287958,9,Difficult,4.0,101,102,17,98.88268156424581,1.0084033613445378
UA,2207,2025-08-01,2025-08-01 15:58:00+00:00,ORD,OMA,46.26747332449925,10,Difficult,29.0,99,87,12,98.88268156424581,0.26785714285714285
UA,2278,2025-08-01,2025-08-01 16:15:00+00:00,ORD,SEA,45.70205892280244,11,Difficult,15.0,68,164,20,100.0,1.2903225806451613
UA,2665,2025-08-01,2025-08-01 21:07:00+00:00,ORD,IAH,45.4643090230471,12,Difficult,43.0,117,96,17,100.0,1.2857142857142858
UA,970,2025-08-01,2025-08-01 15:50:00+00:00,ORD,FCO,45.44088799428347,13,Difficult,65.0,112,59,25,99.68553459119497,1.032258064516129
UA,609,2025-08-01,2025-08-01 13:34:00+00:00,ORD,PHX,45.190310980090395,14,Difficult,18.0,50,110,13,90.5027932960894,0.6071428571428571
UA,2483,2025-08-01,2025-08-01 10:35:00+00:00,ORD,IAH,44.21507313687807,15,Difficult,-3.0,77,155,12,100.0,1.3035714285714286
UA,2627,2025-08-01,2025-08-01 21:50:00+00:00,ORD,MSP,43.60738877249395,16,Difficult,-4.0,48,68,3,37.43016759776536,1.5178571428571428
UA,2616,2025-08-01,2025-08-01 12:46:00+00:00,ORD,PDX,43.5874237072428,17,Difficult,21.0,55,98,20,98.19277108433735,0.8431372549019608
UA,1710,2025-08-01,2025-08-01 19:59:00+00:00,ORD,SMF,43.527887381391444,18,Difficult,20.0,114,118,21,95.18072289156626,1.8823529411764706
UA,2343,2025-08-01,2025-08-01 14:21:00+00:00,ORD,IND,43.41619219232386,19,Difficult,9.0,82,64,10,58.10055865921788,1.5535714285714286
UA,622,2025-08-01,2025-08-01 13:04:00+00:00,ORD,DEN,43.07414753106719,20,Difficult,0.0,67,113,19,99.45054945054946,1.1379310344827587
UA,1872,2025-08-01,2025-08-01 14:40:00+00:00,ORD,MSP,43.02641054189193,21,Difficult,39.0,102,101,10,97.33333333333334,1.2391304347826086
UA,445,2025-08-01,2025-08-01 15:50:00+00:00,ORD,ANC,43.00635278963084,22,Difficult,-4.0,115,86,11,98.88268156424581,1.2142857142857142
UA,1492,2025-08-01,2025-08-01 21:20:00+00:00,ORD,CMH,42.905259080053746,23,Difficult,43.0,57,100,9,75.30120481927712,1.2352941176470589
UA,576,2025-08-01,2025-08-01 15:35:00+00:00,ORD,LAX,42.65102252703568,24,Difficult,30.0,76,102,14,94.0,1.1612903225806452
UA,1361,2025-08-01,2025-08-01 21:20:00+00:00,ORD,STL,42.53106131964052,25,Difficult,9.0,140,48,8,86.74698795180723,1.3529411764705883
UA,1801,2025-08-01,2025-08-01 16:20:00+00:00,ORD,DEN,42.44595946183931,26,Difficult,101.0,106,98,13,99.14529914529915,1.3333333333333333
UA,2465,2025-08-01,2025-08-01 11:55:00+00:00,ORD,ORF,42.26042728719101,27,Difficult,-6.0,65,115,20,100.0,1.2142857142857142
UA,2099,2025-08-01,2025-08-01 09:46:00+00:00,ORD,IAH,41.92737723049809,28,Difficult,30.0,68,141,6,100.0,1.1964285714285714
UA,1363,2025-08-01,2025-08-01 12:54:00+00:00,ORD,LAX,41.15581380660645,29,Difficult,22.0,36,113,15,100.0,0.1935483870967742
UA,2427,2025-08-01,2025-08-01 18:10:00+00:00,ORD,CVG,41.060248139589795,30,Difficult,8.0,76,57,4,59.63855421686747,1.392156862745098
UA,909,2025-08-01,2025-08-01 18:15:00+00:00,ORD,AMS,41.05774858418073,31,Difficult,27.0,153,97,14,100.0,33.26315789473684
UA,580,2025-08-01,2025-08-01 16:13:00+00:00,ORD,PDX,41.011778819403716,32,Difficult,5.0,62,137,15,100.0,1.3928571428571428
UA,2154,2025-08-01,2025-08-01 18:25:00+00:00,ORD,ROC,40.771222111940574,33,Difficult,0.0,104,88,12,97.76536312849163,1.3392857142857142
UA,2497,2025-08-01,2025-08-01 19:35:00+00:00,ORD,DTW,40.35133975996236,34,Difficult,44.0,35,77,3,55.3072625698324,1.2678571428571428
